routenum,ord,stationid,arsid,arsid2
105,72,태릉입구역4번출구,11103,011103
105,73,공릉시장,11101,011101
105,74,공릉역1번출구,11161,011161
105,75,서울과학기술대입구,11159,011159
105,76,하계미성아파트,11417,011417
105,77,하계역,11416,011416
105,78,서울시립북서울미술관,11374,011374
105,79,중계역,11373,011373
105,80,백병원,11257,011257
105,81,상계주공4단지,11256,011256
105,82,상계주공6단지,11255,011255
105,83,도봉면허시험장,11185,011185
105,84,상계주공7단지,11183,011183
105,85,상계주공7단지,11188,011188
105,86,7단지영업소(가상),11855,011855
106,1,대원여객,61172,061172
106,2,주택앞.가재울교차로,61171,061171
106,3,가능역.성베드로병원,61169,061169
106,4,보훈지청,61120,061120
106,5,의정부경찰서앞,61002,061002
106,6,의정부역.흥선지하도,61010,061010
106,7,의정부3동우체국,61021,061021
106,8,의정부3동주민센터입구,61023,061023
106,9,의정부교앞,61040,061040
106,10,회룡역,61032,061032
106,11,호원중학교,61030,061030
106,12,자동차검사소.한주아파트,61047,061047
106,13,회룡중학교,61046,061046
106,14,병무청·안말입구,61034,061034
106,15,장수원,61044,061044
106,16,호원고교.호암초교,61036,061036
106,17,롯데.신도아파트,61038,061038
106,18,다락원.서울인강학교앞,61605,061605
106,19,도봉산역,10001,010001
106,20,도봉한신아파트,10003,010003
106,21,서울북부지방법원.검찰청.도봉역성황당,10005,010005
106,22,신도봉사거리,10007,010007
106,23,신도봉시장.도봉구청입구,10019,010019
106,24,도봉소방서,10009,010009
106,25,도봉보건소,10011,010011
106,26,도봉구민회관,10013,010013
106,27,쌍문역,10015,010015
106,28,우이1교앞,10017,010017
106,29,수유3동우체국,9001,09001
106,30,강북구청입구,9013,09013
106,31,수유역,9003,09003
106,32,수유시장.성신여대미아캠퍼스앞,9005,09005
106,33,미아역.신일중고,9007,09007
106,34,도봉세무서.성북시장,9009,09009
106,35,미아삼거리역,9011,09011
106,36,월곡뉴타운,8001,08001
106,37,길음뉴타운,8003,08003
106,38,미아리고개(아리랑아트홀),8005,08005
106,39,돈암사거리.성신여대입구,8007,08007
106,40,삼선교.한성대학교,8009,08009
106,41,혜화동로터리,1005,01005
106,42,명륜3가성대입구,1003,01003
106,43,창경궁서울대학교병원,1002,01002
106,44,원남동,1198,01198
106,45,종로5가,1179,01179
106,46,종로5가.효제초등학교,1205,01205
106,47,종로5가.효제동,1204,01204
106,48,통신대(이화장),1219,01219
106,49,혜화역.마로니에공원,1220,01220
106,50,혜화역.동성중고(장면총리가옥),1229,01229
106,51,삼선교.한성대학교,8010,08010
106,52,돈암사거리.성신여대입구,8008,08008
106,53,미아리고개(아리랑아트홀),8006,08006
106,54,길음뉴타운,8004,08004
106,55,월곡뉴타운,8002,08002
106,56,미아삼거리역,9012,09012
106,57,도봉세무서.성북시장,9010,09010
106,58,미아역.신일중고,9008,09008
106,59,수유시장.성신여대미아캠퍼스앞,9006,09006
106,60,수유역.강북구청,9004,09004
106,61,수유3동우체국,9002,09002
106,62,우이1교앞,10018,010018
106,63,쌍문역,10016,010016
106,64,도봉구민회관,10014,010014
106,65,도봉보건소,10012,010012
106,66,도봉소방서,10010,010010
106,67,신도봉시장.도봉구청입구,10020,010020
106,68,신도봉사거리,10008,010008
106,69,서울북부지방법원.검찰청.도봉역성황당,10006,010006
106,70,도봉한신아파트,10004,010004
106,71,도봉산역,10002,010002
106,72,다락원.서울인강학교앞,61604,061604
106,73,롯데.신도아파트,61039,061039
106,74,호원고교.호암초교,61037,061037
106,75,장수원,61035,061035
106,76,병무청·안말입구,61045,061045
106,77,회룡중학교,61033,061033
106,78,자동차검사소.한주아파트,61031,061031
106,79,호원중학교,61180,061180
106,80,회룡역,61029,061029
106,81,의정부교앞,61041,061041
106,82,의정부3동주민센터입구,61024,061024
106,83,의정부3동우체국,61022,061022
106,84,의정부역.흥선지하도,61009,061009
106,85,중앙초등학교,61003,061003
106,86,가능역.성베드로병원,61001,061001
106,87,주택앞.가재울교차로,61014,061014
106,88,대원차고지(가상),61731,061731
107,1,민락동차고지,61606,061606
107,2,무지랭이약수터,61622,061622
107,3,용암마을16단지,61620,061620
107,4,양지마을후문입구,61618,061618
107,5,송양초등학교,61616,061616
107,6,양지마을8단지,61615,061615
107,7,낙양중학교,61612,061612
107,8,부용마을아파트정문,61610,061610
107,9,상가입구,61608,061608
107,10,송산주공2.5단지,61156,061156
107,11,롯데마트,61158,061158
107,12,송산주공7단지,61160,061160
107,13,충의중학교,61089,061089
107,14,신안아파트남문,61094,061094
107,15,산들마을1단지동문,61091,061091
107,16,민락초등학교,61092,061092
107,17,산들마을아파트,61093,061093
107,18,민락중학교,61095,061095
107,19,민락주공2단지,61088,061088
107,20,청구아파트,61165,061165
107,21,송산주공4단지,61086,061086
107,22,송산1동주민센터앞,61176,061176
107,23,만가대.솔뫼중학교,61167,061167
107,24,용현주공아파트.306보충대,61131,061131
107,25,동국대학교사범부속.영석고등학교,61085,061085
107,26,신곡현대아파트,61066,061066
107,27,신곡동신일아파트,61064,061064
107,28,신곡지하차도,61067,061067
107,29,의암교회앞,61075,061075
107,30,서해아파트,61077,061077
107,31,장암주공5단지앞,61074,061074
107,32,장암주공2단지.장암우성아파트,61050,061050
107,33,쌍암사입구,61048,061048
107,34,도봉차량기지앞,61061,061061
107,35,다락원.서울인강학교앞,61605,061605
107,36,도봉산역,10001,010001
107,37,도봉한신아파트,10003,010003
107,38,서울북부지방법원.검찰청.도봉역성황당,10005,010005
107,39,신도봉사거리,10007,010007
107,40,신도봉시장.도봉구청입구,10019,010019
107,41,도봉소방서,10009,010009
107,42,도봉보건소,10011,010011
107,43,도봉구민회관,10013,010013
107,44,쌍문역,10015,010015
107,45,우이1교앞,10017,010017
107,46,수유3동우체국,9001,09001
107,47,강북구청입구,9013,09013
107,48,수유역,9003,09003
107,49,수유시장.성신여대미아캠퍼스앞,9005,09005
107,50,미아역.신일중고,9007,09007
107,51,도봉세무서.성북시장,9009,09009
107,52,미아삼거리역,9011,09011
107,53,월곡뉴타운,8001,08001
107,54,길음뉴타운,8003,08003
107,55,미아리고개(아리랑아트홀),8005,08005
107,56,돈암사거리.성신여대입구,8007,08007
107,57,삼선교.한성대학교,8009,08009
107,58,혜화동로터리,1005,01005
107,59,명륜3가성대입구,1003,01003
107,60,창경궁서울대학교병원,1002,01002
107,61,현대그룹빌딩,1218,01218
107,62,이화동(이화장),1225,01225
107,63,충신동,1215,01215
107,64,동대문,1214,01214
107,65,종로6가,1207,01207
107,66,종로5가.효제초등학교,1205,01205
107,67,종로5가.효제동,1204,01204
107,68,통신대(이화장),1219,01219
107,69,혜화역.마로니에공원,1220,01220
107,70,혜화역.동성중고(장면총리가옥),1229,01229
107,71,삼선교.한성대학교,8010,08010
107,72,돈암사거리.성신여대입구,8008,08008
107,73,미아리고개(아리랑아트홀),8006,08006
107,74,길음뉴타운,8004,08004
107,75,월곡뉴타운,8002,08002
107,76,미아삼거리역,9012,09012
107,77,도봉세무서.성북시장,9010,09010
107,78,미아역.신일중고,9008,09008
107,79,수유시장.성신여대미아캠퍼스앞,9006,09006
107,80,수유역.강북구청,9004,09004
107,81,수유3동우체국,9002,09002
107,82,우이1교앞,10018,010018
107,83,쌍문역,10016,010016
107,84,도봉구민회관,10014,010014
107,85,도봉보건소,10012,010012
107,86,도봉소방서,10010,010010
107,87,신도봉시장.도봉구청입구,10020,010020
107,88,신도봉사거리,10008,010008
107,89,서울북부지방법원.검찰청.도봉역성황당,10006,010006
107,90,도봉한신아파트,10004,010004
107,91,도봉산역,10002,010002
107,92,다락원.서울인강학교앞,61604,061604
107,93,도봉차량기지앞,61060,061060
107,94,쌍암사입구,61051,061051
107,95,장암우성아파트.장암주공2단지,61049,061049
107,96,장암주공5단지.한국.풍림아파트,61071,061071
107,97,서해아파트,61073,061073
107,98,의암교회,61072,061072
107,99,신곡지하차도,61076,061076
107,100,한일유앤아이아파트,61063,061063
107,101,신곡현대아파트,61065,061065
107,102,동국대사법부속.영석고등학교,61148,061148
107,103,용현주공아파트.306보충대,61147,061147
107,104,만가대.솔뫼중학교,61135,061135
107,105,송산1동주민센터,61166,061166
107,106,청구아파트,61087,061087
107,107,민락주공2단지,61164,061164
107,108,민락중학교,61096,061096
107,109,산들마을아파트,61163,061163
107,110,민락초등학교,61162,061162
107,111,산들마을1단지동문,61130,061130
107,112,신안아파트남문,61134,061134
107,113,충의중학교,61090,061090
107,114,송산주공7단지,61161,061161
107,115,롯데마트,61159,061159
107,116,송산주공6단지,61157,061157
107,117,송산주공3단지,61125,061125
107,118,상가입구,61609,061609
107,119,부용마을아파트정문,61611,061611
107,120,낙양중학교,61613,061613
107,121,양지마을8단지,61614,061614
107,122,송양초등학교,61617,061617
107,123,용암마을입구,61619,061619
107,124,용암마을15단지,61621,061621
107,125,무지랭이약수터,61623,061623
107,126,민락동차고지,61607,061607
108,1,덕정동차고지,68253,068253
108,2,진흥마트,68031,068031
108,3,덕정역,68020,068020
108,4,썬마트앞,68021,068021
108,5,융보아파트,68077,068077
108,6,주공1단지,68009,068009
108,7,덕정주공6단지,68290,068290
108,8,서재말,68069,068069
108,9,회암2동마을회관,68074,068074
108,10,율정동삼거리,68081,068081
108,11,천보초등학교,68086,068086
108,12,천보초등학교,68090,068090
108,13,기우리.귀율동,68085,068085
108,14,귀메골.새마을목장,68092,068092
108,15,65사단앞,68048,068048
108,16,풀무원입구,68084,068084
108,17,삼가대삼거리,68112,068112
108,18,삼숭2통마을회관,68170,068170
108,19,삼숭동,68256,068256
108,20,경기북부자동차정비사업소,68150,068150
108,21,성우아파트.나래아파트,68260,068260
108,22,TS3차아파트,68262,068262
108,23,장거리만송교,68121,068121
108,24,TS1.2차아파트,68119,068119
108,25,덕현초교.덕고개,68165,068165
108,26,마을회관,68116,068116
108,27,대방신도아파트,68110,068110
108,28,광불사입구,68130,068130
108,29,광사동.넉바위,68270,068270
108,30,로얄골프장,68124,068124
108,31,공장앞,68138,068138
108,32,응달마을,68140,068140
108,33,주내파출소.주내교회,68148,068148
108,34,마전동,68109,068109
108,35,양주시청.화원,68102,068102
108,36,양주역,68099,068099
108,37,비석거리,61174,061174
108,38,녹양역,61179,061179
108,39,녹양교앞,61170,061170
108,40,대원여객,61172,061172
108,41,주택앞.가재울교차로,61171,061171
108,42,가능역.성베드로병원,61169,061169
108,43,보훈지청,61120,061120
108,44,의정부경찰서앞,61002,061002
108,45,의정부역.흥선지하도,61010,061010
108,46,의정부3동우체국,61021,061021
108,47,의정부3동주민센터입구,61023,061023
108,48,의정부교앞,61040,061040
108,49,회룡역,61032,061032
108,50,호원중학교,61030,061030
108,51,자동차검사소.한주아파트,61047,061047
108,52,회룡중학교,61046,061046
108,53,병무청·안말입구,61034,061034
108,54,장수원,61044,061044
108,55,호원고교.호암초교,61036,061036
108,56,롯데.신도아파트,61038,061038
108,57,다락원.서울인강학교앞,61605,061605
108,58,도봉산역,10001,010001
108,59,도봉한신아파트,10003,010003
108,60,서울북부지방법원.검찰청.도봉역성황당,10005,010005
108,61,신도봉사거리,10007,010007
108,62,신도봉시장.도봉구청입구,10019,010019
108,63,도봉소방서,10009,010009
108,64,도봉보건소,10011,010011
108,65,도봉구민회관,10013,010013
108,66,쌍문역,10015,010015
108,67,우이1교앞,10017,010017
108,68,수유3동우체국,9001,09001
108,69,강북구청입구,9013,09013
108,70,수유역,9003,09003
108,71,수유시장.성신여대미아캠퍼스앞,9005,09005
108,72,미아역.신일중고,9007,09007
108,73,도봉세무서.성북시장,9009,09009
108,74,미아삼거리역,9011,09011
108,75,월곡뉴타운,8001,08001
108,76,길음뉴타운,8003,08003
108,77,미아리고개(아리랑아트홀),8005,08005
108,78,돈암사거리.성신여대입구,8007,08007
108,79,삼선교.한성대학교,8009,08009
108,80,혜화동로터리,1005,01005
108,81,명륜3가성대입구,1003,01003
108,82,창경궁서울대학교병원,1002,01002
108,83,현대그룹빌딩,1218,01218
108,84,이화동(이화장),1225,01225
108,85,충신동,1215,01215
108,86,동대문,1214,01214
108,87,종로6가,1207,01207
108,88,종로5가.효제초등학교,1205,01205
108,89,종로5가.효제동,1204,01204
108,90,통신대(이화장),1219,01219
108,91,혜화역.마로니에공원,1220,01220
108,92,혜화역.동성중고(장면총리가옥),1229,01229
108,93,삼선교.한성대학교,8010,08010
108,94,돈암사거리.성신여대입구,8008,08008
108,95,미아리고개(아리랑아트홀),8006,08006
108,96,길음뉴타운,8004,08004
108,97,월곡뉴타운,8002,08002
108,98,미아삼거리역,9012,09012
108,99,도봉세무서.성북시장,9010,09010
108,100,미아역.신일중고,9008,09008
108,101,수유시장.성신여대미아캠퍼스앞,9006,09006
108,102,수유역.강북구청,9004,09004
108,103,수유3동우체국,9002,09002
108,104,우이1교앞,10018,010018
108,105,쌍문역,10016,010016
108,106,도봉구민회관,10014,010014
108,107,도봉보건소,10012,010012
108,108,도봉소방서,10010,010010
108,109,신도봉시장.도봉구청입구,10020,010020
108,110,신도봉사거리,10008,010008
108,111,서울북부지방법원.검찰청.도봉역성황당,10006,010006
108,112,도봉한신아파트,10004,010004
108,113,도봉산역,10002,010002
108,114,다락원.서울인강학교앞,61604,061604
108,115,롯데.신도아파트,61039,061039
108,116,호원고교.호암초교,61037,061037
108,117,장수원,61035,061035
108,118,병무청·안말입구,61045,061045
108,119,회룡중학교,61033,061033
108,120,자동차검사소.한주아파트,61031,061031
108,121,호원중학교,61180,061180
108,122,회룡역,61029,061029
108,123,의정부교앞,61041,061041
108,124,의정부3동주민센터입구,61024,061024
108,125,의정부3동우체국,61022,061022
108,126,의정부역.흥선지하도,61009,061009
108,127,중앙초등학교,61003,061003
108,128,가능역.성베드로병원,61001,061001
108,129,주택앞.가재울교차로,61014,061014
108,130,진웨딩홀부페,61015,061015
108,131,녹양역,61173,061173
108,132,남방동입구.비석거리.남방사거리,68147,068147
108,133,양주역,68100,068100
108,134,양주시청.화원,68103,068103
108,135,마전동,68164,068164
108,136,주내파출소.주내교회,68123,068123
108,137,응달마을,68139,068139
108,138,공장앞,68158,068158
108,139,로얄골프장,68146,068146
108,140,광사동,68159,068159
108,141,신도아파트,68157,068157
108,142,마을회관,68136,068136
108,143,광사동.넉바위,68271,068271
108,144,광불사입구,68145,068145
108,145,덕현초교.덕고개,68143,068143
108,146,TS1.2차아파트,68118,068118
108,147,장거리만송교,68264,068264
108,148,TS3차아파트,68263,068263
108,149,성우아파트.나래아파트,68261,068261
108,150,경기북부자동차정비사업소,68151,068151
108,151,삼숭동,68257,068257
108,152,삼숭2통마을회관,68169,068169
